# Resultados do Algoritmo Genético
# Sistema: IEEE 13 bus
# Data/Hora: 2025-11-26 16:55:23
# Parâmetros: NG=150, NP=600, NREP=25

cromossomos,fobs
"[172.37967689412605, -55.46084710689955, 20.89135059912417, -153.58713888970755, 179.80731920622193, 119.79325962690494, 147.55805875233625, -7.843155545333305, 1100.8694253111294, 120.45750452556581, -35.394918624201, -119.46841337970727, 510.1281916043418, 87.49597966636847, -18.393883473537155, 48.34604154097868, -46.05162437613851, 515.646029896368, 1234.3108689123203, 1015.2380299206711, 67.74287786476101, 189.1012706349583, -9.238895218035577, -40.974051918976095, 221.6856378488389, -16.64523688607642, 137.15868683918345, 7.62490860315337, 3.6393883697781604, -50.89623584061327, 82.83363545110059, -167.2399113745782, -158.8341369622396, 24.947962467352614, 59.58603061365547, -144.81321932366995, -89.11072088078727, 3.0100016018955373, -31.591960441227148, -33.35795754039626, 28.91324417898977, 0.5764502784841511, -176.8352425011704, -370.10399309294877, -262.43664572537875, -41.79289566234137, 63.8536709881025, -31.951668937206726, 208.22533133679096, -35.55111112511819, 103.77424243459247, -72.83926727722901, 57.36233825635939, 43.315239022959005, -19.78896004011157, 36.471345918948394, -6.600336230589414, -50.12457402246015, 192.16272539623526, -51.78440436341703, 505.1192626344853, 3.1967166750573153, 65.50586271231299, 211.36438086244797, -17.285756177350766, -206.4958534286812, 1418.3666906101082, 566.306701643838, 724.7613408323389, 434.53842898303503, 6.616445879996083, 66.79744820698853, 2.0]",2.559148535349938
"[184.162543488362, 127.39693976974243, -24.70518783604007, -11.02249497456422, 32.575794992152645, 17.408610770246526, 7.428784649765435, 81.48453236727798, 167.35970007229986, 69.43134079116905, -26.98088722050119, -35.676739410898534, 404.3576607661865, 84.79851883874258, -45.228855442143974, -8.908095293460685, -28.992877828728087, 1039.332324883896, 104.68862465673615, 651.2461806424806, 89.38257852251833, 286.1463727690773, 70.77791309480291, -6.342847271942701, 116.42225898491827, 26.31432171815263, -49.393807301539645, -58.60864146493497, -37.866979616797664, 107.18828105215105, 26.742337887916467, -120.64365165311861, -140.78078673547097, 6.0537122392484175, -3.6502901104951184, -222.26206409313014, -994.3505833145838, -6.99952193861755, 21.61984729551874, 17.480888526542902, 64.49416748955915, -39.53737152092257, -187.9907972941533, -948.4343229241246, -416.23147298606636, -132.7404414114531, -74.92562130257237, -90.09471911135635, 326.100983809914, 31.98270555890528, -40.15214834492515, -11.165148542874574, -25.073988855547544, -216.77917059294938, -15.738797058091901, -9.242734027713723, -9.824306844134695, 316.4155745909402, -25.39081638917341, -18.831921008466097, 217.01582277497207, -40.85952912774862, 14.043614610405054, -19.33224961933993, 515.1353816153278, -136.00044315453687, 1188.2641955631916, 1760.2849512926737, 817.8578487427385, 220.66199885929765, 50.31198389523716, 57.65223343230174, 2.0]",2.5157760385193866
"[167.6036436720721, -23.287353496922755, 134.05336158062306, -61.35544353707358, 35.27376059092395, 42.005297074621375, -77.71753522383689, -20.029645881794277, 261.437455688347, -18.462195176376852, 238.61436166135198, 20.00220287330445, 251.8370085164567, 7.892946527015387, -9.378006115755467, -26.91200164755622, 76.84104354806716, 374.5248563073444, 173.93580360860736, 938.6043002035397, 321.2505445415427, 183.16096960234913, -37.085762610466155, 309.2510229549711, 68.55262132154326, -10.165661754031339, 51.62866875555456, -72.80891890150221, -16.43824463457714, 95.67827537108596, 29.344312084623805, 15.026659981797584, 48.31630451586119, -50.98353162284375, 66.85358723702461, 28.16061708035397, -42.909448840229985, 55.21483378784378, -169.78760228864812, 44.94898820276219, 8.607491222224597, 70.96083255104205, -181.98491502530308, -323.5460271787046, -224.19399808700055, -121.30752456708267, -32.570269393104276, -63.27424208907854, 225.38066970181802, -70.5231281936289, -36.68693094311089, -80.78501395128939, -0.7100183540251774, 46.96017754516046, -127.43776546089032, 911.1115435909885, -59.06498899692219, -28.576867654556583, 89.62865896609257, 12.748862100725114, 598.4232608835496, -37.71435415410628, 146.8668819671105, 54.88751917310948, 24.421141164739247, -235.61240375768597, 1456.5533283977766, 676.3609096925611, 563.8475862305655, 147.63467713545595, -32.23162146335893, 9.53037993737495, 2.0]",2.6130743230213316
"[122.75890110342377, 16.55769501508711, 88.68126904008685, 60.907312243503, -21.03610473735313, 27.94003700684864, -87.7415458665193, 118.33134579710067, 175.35536135347473, 54.68882641990094, 267.27566288593425, 55.99387957522692, 403.3918012429548, 86.98666942531402, -82.87680733565432, 30.571194315097223, 1401.9232302219496, 1325.419715018668, 313.5034016945015, 721.0761772398431, 236.0328372759047, 24.36759988865044, -327.94285201902466, -30.156881554968937, 371.55750393895516, 19.44315936344757, 43.22597129531164, -13.303052872970678, 49.614190638232124, 3.689187956728645, 10.995791839860141, -154.69254400019994, -254.78911679043918, 26.915758177828888, -57.11912147471415, 112.60450721595238, -869.829204870268, 123.1310309271837, -39.87257872803104, -91.87317663271718, -95.70450386191145, -655.5811131370915, -138.82611094529705, -898.8450142362564, -635.7531703850041, -344.3155737077858, 7.873369351669479, -61.73030549654111, 259.2623997193655, 110.81909972895987, 202.50214076697125, 342.0243899370354, -89.98655915235288, 22.737401265784733, -0.9461909589219157, 132.4258833341307, 316.4122474371889, 59.061176869687905, 18.197501644079434, -31.608879443824343, 263.01063791396155, -1.8411334639657202, 113.81669164983694, 176.783039197238, 129.597892360257, -102.00378376830483, 1180.9198038458262, 629.416187185167, 155.77922649784375, 147.83325626230277, 61.69590211736898, 7.656004394004137, 2.0]",2.4592834092967713
"[137.43547924966447, 46.1142271729274, -45.41243120594031, -41.62006280606563, 62.067504692037716, 159.24074494999982, 1006.2094549957076, -15.696261494879147, 553.70310912135, -95.91172032668564, -57.714660048705724, 257.14312030767314, 196.29284399024624, 181.84047201854364, 25.370825751862082, -47.313829243357475, -32.56737390645866, 583.608585457966, 13.148270258485601, 1031.487299708076, 70.36360086377022, 39.25484924815025, 61.915128652732406, 339.81754822755556, 141.80028507737586, 65.76396176070365, 8.47938895594191, -4.768054427191578, -60.68346906894971, 66.34816992525361, -29.73623962824043, 137.0386748155543, -31.980109896062352, -62.293950622693096, 23.437151858098282, -77.75322448128972, -966.2003867008665, 2.9129677037541315, -39.522989323678395, -319.6068651672291, -40.720683610071546, -88.62607367865014, -748.4155162047498, -115.53232363854434, -86.56610708378159, -1013.6243520299449, -151.29315743246067, 54.591882245770265, 256.0867425637443, 15.583873212352335, 26.607185807695203, 29.655131297563983, 15.690565215240362, -4.041539960035568, 4.566496483766047, 172.1798679268681, 374.3597752005939, 26.445025332409926, -17.835396299601083, 51.166153044393724, 158.6427950706485, -166.62933950677626, 43.47848682342718, 53.28865464771975, -31.829723196266727, 573.7458636192675, 729.7782948007202, 2200.3966153780257, 1430.1175224878657, 0.6414676145816287, 175.75330290767434, -42.90731789340753, 2.0]",2.4808398631427244
"[215.327300620601, 64.07621115878064, -80.93129856367045, -66.88833170886673, 131.57222035952697, 69.407082492246, 23.45455611067507, 1016.6877220041167, 16.647122091116717, -6.627488610132149, -60.97737034945438, 749.7736042463339, 375.9651394412906, 74.60135868573454, 29.620847403778424, 21.467551523226017, 19.68027258681714, 1322.3383778654616, 799.8396169365581, 505.57106463005107, 324.89484031498733, 131.94914153459214, -16.253681694763205, -36.68698814409605, 223.12656566302695, -54.20336949962754, -28.470043477743925, 1.5360795821615385, 92.6463853858052, -48.19504464859971, -2.9481842139579566, 89.7426097086203, -16.75981545307742, 59.11156026690212, -36.98459232143696, -825.7959731747153, -463.4967720001544, 1.9384731660115442, -35.74565360779852, 109.35032278439506, 74.67969701300942, 19.175560695419616, -200.6380919649279, -320.03130269992835, -664.9770271216638, -49.29561292723526, -4.15054540063476, 128.59349361330922, 194.12745069061256, -11.936399632391941, 25.7234506084399, 56.277178165012174, -43.01772787415594, -52.04941798625052, -38.18497056163377, -12.175633242841727, 411.44431056560006, 99.98989520642752, -236.13370610716876, -38.88191554604983, 561.325236916911, 115.31202515486493, 28.050031760941284, 45.33810597523421, 21.591661434833068, 17.25124062215339, 2418.1002363880525, 970.7737662691618, 467.3445297607145, 173.55413344964174, -29.60813241989348, -60.423240572368016, 2.0]",2.5427545929098057
"[175.74290161558912, -1.594355973654562, -85.56668037960232, 47.14407908446822, 126.42511626622994, -38.09301883243302, -52.88085609762501, -51.07079876539502, 263.6079483277496, 96.28792005534855, -64.21708476026174, 29.331652570344566, 1243.8202977299416, 19.280805264043508, 21.13160361573457, -7.29908513478847, 30.058197984532754, 116.25224519347827, 891.1106332842694, 294.58055487958484, 50.70531586325719, -2.6581131601881403, 50.47188505504157, -46.88801228042877, 189.31219557621918, -117.40724751378832, 46.94426803545651, 38.73162139197277, -76.55676227194807, -143.8698783331009, 57.121554175926235, -109.15096217247026, -12.863666130518407, -39.95857139503694, 27.03221733990631, -11.61723055065698, -626.4843150327512, -84.38415599005371, 41.691046012619175, -78.0411722508904, 50.803980773488284, -240.5927087773185, -269.3058995315722, -395.22817696899807, -517.7863520810664, -74.72088815512213, -40.43740470111002, -78.21301447204573, 164.09081966406407, -11.169830522857923, -83.44001998970306, -147.88489617990084, -36.55543058649493, 46.11238857077691, -87.76102859015835, 168.88476859082942, -133.45685694675853, 1.0503401126456309, 34.16026820246455, 72.11400092934231, -309.2951900470817, 72.95879983682825, 137.46860022070308, 164.78599173318804, 39.3837747550129, 1107.6795618282201, -6.331916236696991, 1038.383395521683, 401.142748028589, 123.81301219661391, -39.14195853779046, -70.40772207204361, 2.0]",2.6653941096844895
"[172.80832446521222, 15.39047068569311, 134.86108199485685, -8.89286100956457, -45.40493749662235, 114.00407197025055, 161.8758742543247, 159.48151978015028, 15.32160940673153, -12.031915717191119, 106.94228691774052, 245.34731926551592, 262.88581281891294, 224.8285858306804, 77.29869909292609, 76.04668080935285, 97.81927979509473, 203.13963602702387, 389.4236046779872, 356.23724783691097, 177.06896212712837, 52.7237810152543, 98.8924850916262, 27.62005358720598, 254.75268612519724, -5.662296187155743, -77.42001846958132, 70.45518974013552, 44.30224083860553, -20.442421064920147, -9.552159607399398, 46.334131053615735, -39.58272760028839, -21.9150698719967, -53.28064072806706, 38.883004908168694, -78.62791151486248, -29.76578860218696, -9.791177857377768, 23.72951166562852, -34.313376371030614, -36.47328181302659, -91.94837312190239, -56.715822457160705, -34.24421770472166, -70.4428759552392, -56.49647844240385, -2.018485989729775, 196.32447696098382, 34.648664512716344, 10.251094223385515, -174.05595400741205, -13.33838736221061, 4.380073721912894, -103.55181965097536, -76.72027095186795, -257.08711366811065, -173.84397386960217, -44.89780278295615, -11.6437811808831, -74.6751803199094, -36.65080655223985, -111.33313522810403, -75.24871693542298, -82.66149558609939, -116.22420539638117, -98.18176744242565, -107.98277960537408, -269.9244439951602, -195.36771706844925, -111.19603983091278, -38.815943172706014, 7.0]",1.7558277929879327
"[164.44408775324226, -84.16174137595831, 0.1752486553697734, 84.88413734271093, 35.600875392167374, 79.41521633621376, -35.82407346216686, 443.83195021183195, 257.3148648378626, -31.554395381057866, 122.1404891632964, -166.94691260476586, 409.14676592710805, 5.6971356857729205, -130.7198118018133, 11.789698165106694, -108.91984266924094, 426.38945124269156, 0.229785468198392, 1470.0615769549463, 901.4606309924675, 412.28097794421575, 56.42476200724999, -51.21930451216783, 74.98398279422368, 132.0655864381475, -50.64055054486269, 43.676169671120356, 40.84609912954968, -108.0583126212231, -57.234647092595104, -23.19337424050983, 24.1266993939763, -57.831145406499424, 151.8147671775087, -89.30155002032694, -91.79252743166774, 33.60558562708342, 43.47117222925292, -42.97916098371389, -4.03337534013252, -40.5001702556275, -23.325923347504343, -136.369441113261, -126.96045549901895, 1.6799437671826962, 100.15197422483641, -125.99750838754993, 131.89751305838766, 43.599097421254086, -195.5992601640499, 20.525044271560123, -7.460782616109734, -15.443873293929455, -1.8945303815597416, -28.77911898223947, 15.844063868573407, -80.55847623500956, -101.29205956443269, -24.2816607079997, 144.2590445722507, -33.16759211712855, 99.18988547176625, 90.89970344807624, 76.43108379326033, -81.76687071822587, 2021.94629251299, 881.5692163573508, 357.9770073894872, 139.24313688758056, 39.67362298833917, -244.60990088212333, 2.0]",2.664802379252103
"[201.4471196833488, -99.84532568374155, 140.7368041494507, 60.75776160491387, 92.15632218019563, 42.65792357931451, 20.59014551450095, 381.1231040296787, 201.9532365661306, 36.16198481494721, 108.29005609546363, -4.053882144100113, 239.71058844570547, 219.9725015520374, 137.99935049866184, 29.349271277523506, 163.20781392274122, 70.59130666507144, 308.76354311577387, 291.8317022500788, 240.73640803666584, 256.3678517244695, 237.69096670961068, 87.53205538378718, 242.1666805129329, 38.542638867287664, 108.32172799752634, -6.697215275993786, -18.48591819963562, 34.54639618085795, -39.80474359510329, -42.55633417603623, -52.35159090236872, -14.432624427869476, -33.20512568182376, -10.951696160453317, -49.76480584120574, -105.68384994905195, -13.323182488741777, -25.801076721595983, -36.117489122307795, -32.08159337204557, -206.75864906961462, -239.69029145720867, -228.31268905212383, 44.341134219256915, 32.384884779178094, 21.975205119423823, 300.3593860206511, 116.95560749050696, -12.55151795163616, -70.4702828301318, 53.35411585152823, -32.18283264929363, -89.39380998838482, 72.16758674639138, -81.19000171284623, -74.60925994914673, 18.577483331409596, -138.43090671902894, -58.89319705528576, -54.567300027356616, -44.72763901394734, -105.88921355121273, -45.73208453801707, -148.5333524582722, -136.24273403453213, -156.440333152008, -129.05287944779067, -103.2362014166468, -80.00991275942438, 0.5854349810265638, 6.0]",1.7780502305674621
